folio,ordenpersona,ordenviaje,ordenetapa,modoetapa,cuadrascaminadasantes,minutoscaminadosantes,tipoasiento,ordenvehiculoviaje,situacionbicicleta,usohabitualbicicleta,usociclovia,motivonousociclovia,tiempoespera,vehiculosnouso,numerovehiculonouso,lineatransportepublico,pagotarifaviaje,montotarifaviaje,lugarbajovehiculo,lugarbajovehiculocomuna,zona_lugarbajovehiculo,sector_lugarbajovehiculo,dondeestacionovehiculo,lugarestacionovehiculo,montopagoestacionamiento,lugarestacionobicicleta
10822,2,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,2,3,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,2,4,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,3,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,3,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,3,3,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,3,4,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,3,5,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,4,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,4,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,4,3,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,4,4,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,5,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10822,5,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10831,2,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10831,2,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10832,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10832,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10841,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10841,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10842,3,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10842,3,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10842,3,3,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10842,3,4,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10851,1,1,1,Taxi colectivo,2.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,Si,1.0,Desconocido,"Si, adulto",500.0,En otro lugar,Puerto Natales,32.0,Residencial Sur,Desconocido,Desconocido,Desconocido,Desconocido
10851,1,2,1,Taxi colectivo,3.0,7.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,1.0,No,Desconocido,Linea 21,"Si, adulto",500.0,En otro lugar,Puerto Natales,14.0,Centro,Desconocido,Desconocido,Desconocido,Desconocido
10851,2,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,No fue estacionado,Desconocido,Desconocido,Desconocido
10851,2,2,1,Auto,0.0,0.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10851,2,3,1,Auto,0.0,2.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En playa de estacionamientos,No pago,Desconocido
10851,2,4,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10851,2,5,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10851,2,6,1,Auto,0.0,2.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10851,3,1,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En playa de estacionamientos,No pago,Desconocido
10851,3,2,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10852,1,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En playa de estacionamientos,No pago,Desconocido
10852,1,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10852,1,3,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En playa de estacionamientos,No pago,Desconocido
10852,1,4,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10852,1,5,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En playa de estacionamientos,No pago,Desconocido
10852,1,6,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10852,2,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10852,2,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10852,2,3,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10852,2,4,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10862,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10862,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10862,1,3,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10862,1,4,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10871,1,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En la calle,No pago,Desconocido
10871,1,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10871,2,1,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,10.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10871,2,2,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Otro,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10871,3,1,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10871,3,2,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Desconocido,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10871,3,3,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10871,3,4,1,Taxi o radiotaxi,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Milodon,"Si, adulto",2000.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10872,2,1,1,Taxi colectivo,2.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Linea 5,"Si, escolar",450.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10872,2,2,1,Taxi colectivo,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Linea 21,"Si, escolar",450.0,En otro lugar,Puerto Natales,20.0,Centro,Desconocido,Desconocido,Desconocido,Desconocido
10872,2,3,1,Taxi colectivo,2.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,5.0,No,Desconocido,Linea 7,"Si, escolar",450.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10872,2,4,1,Taxi colectivo,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,1.0,No,Desconocido,Linea 5,"Si, escolar",450.0,En otro lugar,Puerto Natales,20.0,Centro,Desconocido,Desconocido,Desconocido,Desconocido
10881,1,1,1,Auto,0.0,1.0,Chofer,99.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10881,1,2,1,Auto,0.0,1.0,Chofer,99.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10881,1,3,1,Auto,0.0,1.0,Chofer,99.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10881,1,4,1,Auto,0.0,1.0,Chofer,99.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10882,1,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10882,1,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En la calle,No pago,Desconocido
10882,1,3,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10891,1,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En la calle,No pago,Desconocido
10891,1,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10891,1,3,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En la calle,No pago,Desconocido
10891,1,4,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10891,1,5,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10891,1,6,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10891,3,1,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En la calle,No pago,Desconocido
10891,3,2,1,Auto,0.0,1.0,Pasajero,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10892,1,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10892,1,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10901,1,1,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de trabajo,No pago,Desconocido
10901,1,2,1,Auto,0.0,1.0,Chofer,1.0,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,En el lugar de destino,En el lugar de residencia,No pago,Desconocido
10902,1,1,1,Taxi colectivo,2.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Desconocido,"Si, adulto",500.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10902,1,2,1,Taxi colectivo,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,1.0,No,Desconocido,Linea 21,"Si, adulto",500.0,En otro lugar,Puerto Natales,32.0,Residencial Sur,Desconocido,Desconocido,Desconocido,Desconocido
10902,1,3,1,Taxi colectivo,2.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Linea 21,"Si, adulto",500.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10902,1,4,1,Taxi colectivo,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Desconocido,"Si, adulto",500.0,En otro lugar,Puerto Natales,32.0,Residencial Sur,Desconocido,Desconocido,Desconocido,Desconocido
10902,2,1,1,Taxi colectivo,2.0,5.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,2.0,No,Desconocido,Desconocido,"Si, escolar",450.0,En el lugar de destino,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10902,2,2,1,Taxi colectivo,0.0,1.0,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,10.0,Si,3.0,Desconocido,"Si, escolar",450.0,En otro lugar,Puerto Natales,32.0,Residencial Sur,Desconocido,Desconocido,Desconocido,Desconocido
10911,2,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10911,2,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10911,3,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10911,3,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10911,3,3,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10911,3,4,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10921,1,1,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10921,1,2,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10921,1,3,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
10921,1,4,1,Enteramente a pie,Desconocido,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
