Folio,ordenpersona,ordenviaje,Proposito,PropositoVC,Proposito_e,OrigenActividadComuna,OrigenActividadCalle,OrigenActividadNumero,OrigenActividadInterCalle,OrigenActividadHito,LugarActividadComuna,LugarActividadCalle,LugarActividadNumero,LugarActividadInterCalle,LugarActividadHito,ActividadEmpresa,TipoAsiento,ModoEtapa1,ModoEtapa2,ModoEtapa3,ModoEtapa4,ModoEtapa5,CuadrasCaminadasDespues,MinutosCaminadosDespues,HoraLlegadaHora,HoraLlegadaMinuto,HoraVolvioSalirHora,HoraVolvioSalirMinuto,Coord_OrigenViaje,Zona_OrigenViaje,Sector_OrigenViaje,HoraSalida,Coord_DestinoViaje,Zona_DestinoViaje,Sector_DestinoViaje,HoraLlegada,TiempoViaje,Distancia,Periodo,NumeroEtapasViaje,HoraMediaViaje,ModoAgregado,PropositoAgregado,FactorExpansionV,codActividadEmpresa,codModoEtapa1,codModoEtapa2,codModoEtapa3,codModoEtapa4,codModoEtapa5,codPeriodo,codProposito
10981,1,7,7,13,,NATALES,MIRAFLORES,0,IGNACIO CARRERA PINTO,MULTICANCHA,NATALES,YUNGAI,874,.,.,null,null,3,null,null,null,null,0,0,22,14,99,99,"-51.7311694, -72.5055604",21,2.Residencial Central,30-12-1899 22:10:00,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 22:14:00,30-12-1899 0:04:00,null,5,1,30-12-1899 22:12:00,2,3,"24,107",,,,,,,,
10981,2,1,10,null,,NATALES,YUNGAI,874,.,.,NATALES,BORIES,454,ARTURO PRAT,NOTARIA,null,null,3,null,null,null,null,0,0,13,30,13,31,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 13:15:00,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 13:30:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:22:30,2,3,"56,342",,,,,,,,
10981,2,2,11,null,,NATALES,BORIES,454,ARTURO PRAT,NOTARIA,NATALES,BULNES,832,RAMIREZ,SUPERMERCADO,null,null,3,null,null,null,null,0,0,13,50,14,30,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 13:31:00,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 13:50:00,30-12-1899 0:19:00,null,3,1,30-12-1899 13:40:30,2,3,"56,342",,,,,,,,
10981,2,3,7,11,,NATALES,BULNES,832,RAMIREZ,SUPERMERCADO,NATALES,YUNGAI,874,.,.,null,null,3,null,null,null,null,0,0,14,35,16,0,"-51.7264612, -72.4991941999999",14,3.Centro,30-12-1899 14:30:00,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 14:35:00,30-12-1899 0:05:00,null,2,1,30-12-1899 14:32:30,2,3,"56,342",,,,,,,,
10981,2,4,1,null,,NATALES,YUNGAI,874,.,.,NATALES,YUNGAY,874,GALVARINO,MANICURISTA A DOMICILIO,8,null,3,null,null,null,null,0,0,16,4,17,30,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 16:00:00,"-51.7315769, -72.4962568",29,2.Residencial Central,30-12-1899 16:04:00,30-12-1899 0:04:00,null,2,1,30-12-1899 16:02:00,2,1,"56,342",,,,,,,,
10981,2,5,11,null,,NATALES,YUNGAY,874,GALVARINO,MANICURISTA A DOMICILIO,NATALES,EUSEBIO LILLO,0,OVEJERO,MINIMARKET,null,null,3,null,null,null,null,0,0,17,50,18,15,"-51.7315769, -72.4962568",29,2.Residencial Central,30-12-1899 17:30:00,"-51.732414, -72.4881685",32,5.Residencial Sur,30-12-1899 17:50:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:40:00,2,3,"56,342",,,,,,,,
10981,2,6,7,11,,NATALES,EUSEBIO LILLO,0,OVEJERO,MINIMARKET,NATALES,YUNGAI,874,.,.,null,null,3,null,null,null,null,0,0,18,20,99,99,"-51.732414, -72.4881685",32,5.Residencial Sur,30-12-1899 18:15:00,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 18:20:00,30-12-1899 0:05:00,null,4,1,30-12-1899 18:17:30,2,3,"56,342",,,,,,,,
10982,1,1,10,null,,NATALES,MIRAFLORES,849,.,.,NATALES,HEBERHARD,0,ARTURO PRAT,CORREOS,null,null,13,null,null,null,null,7,30,10,35,10,55,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 10:05:00,"-51.7267251, -72.505127",4,3.Centro,30-12-1899 10:35:00,30-12-1899 0:30:00,null,1,1,30-12-1899 10:20:00,1,3,"4,678",,,,,,,,
10982,1,2,7,10,,NATALES,HEBERHARD,0,ARTURO PRAT,CORREOS,NATALES,MIRAFLORES,849,.,.,null,null,13,null,null,null,null,7,30,11,20,14,25,"-51.7267251, -72.505127",4,3.Centro,30-12-1899 10:55:00,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 11:20:00,30-12-1899 0:25:00,null,2,1,30-12-1899 11:07:30,1,3,"4,678",,,,,,,,
10982,1,3,5,null,,NATALES,MIRAFLORES,849,.,.,NATALES,JAVIERA CARRERA,0,AV. ESPANA,CESFAM,null,null,8,null,null,null,null,0,1,14,30,16,0,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 14:25:00,"-51.7292121, -72.4826933",33,5.Residencial Sur,30-12-1899 14:30:00,30-12-1899 0:05:00,null,2,1,30-12-1899 14:27:30,3,3,"4,678",,,,,,,,
10982,1,4,7,5,,NATALES,JAVIERA CARRERA,0,AV. ESPANA,CESFAM,NATALES,MIRAFLORES,849,.,.,null,null,8,null,null,null,null,1,1,16,10,99,99,"-51.7292121, -72.4826933",33,5.Residencial Sur,30-12-1899 16:00:00,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 16:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 16:05:00,3,3,"4,678",,,,,,,,
10991,1,1,5,null,,NATALES,RAMIREZ,966,.,.,NATALES,JAVIERA CARRERA,0,AVESPANA,CESFAM,null,1,1,null,null,null,null,0,0,7,40,8,30,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 7:30:00,"-51.7292121, -72.4826933",33,5.Residencial Sur,30-12-1899 7:40:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:35:00,3,3,"9,073",,,,,,,,
10991,1,2,7,5,,NATALES,JAVIERA CARRERA,0,AVESPANA,CESFAM,NATALES,RAMIREZ,966,.,.,null,1,1,null,null,null,null,0,0,8,40,11,0,"-51.7292121, -72.4826933",33,5.Residencial Sur,30-12-1899 8:30:00,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 8:40:00,30-12-1899 0:10:00,null,1,1,30-12-1899 8:35:00,3,3,"9,073",,,,,,,,
10991,1,3,12,null,,NATALES,RAMIREZ,966,.,.,NATALES,HUERTO,0,0,CAMINO 1,null,1,1,null,null,null,null,0,0,11,15,12,0,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 11:00:00,"-51.710142,-72.478474",0,0.Zona Externa,30-12-1899 11:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 11:07:30,3,3,"9,073",,,,,,,,
10991,1,4,7,12,,NATALES,HUERTO,0,0,CAMINO 1,NATALES,RAMIREZ,966,.,.,null,1,1,null,null,null,null,0,0,12,15,16,45,"-51.710142,-72.478474",0,0.Zona Externa,30-12-1899 12:00:00,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 12:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 12:07:30,3,3,"9,073",,,,,,,,
10991,1,5,11,null,,NATALES,RAMIREZ,966,.,.,NATALES,BULNES,O,BAQUEDANO,OPTICA,null,1,1,null,null,null,null,0,0,16,50,17,0,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 16:45:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:50:00,30-12-1899 0:05:00,null,2,1,30-12-1899 16:47:30,3,3,"9,073",,,,,,,,
10991,1,6,7,11,,NATALES,BULNES,O,BAQUEDANO,OPTICA,NATALES,RAMIREZ,966,.,.,null,1,1,null,null,null,null,0,0,17,10,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 17:00:00,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 17:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 17:05:00,3,3,"9,073",,,,,,,,
10991,2,1,5,null,,NATALES,RAMIREZ,966,.,.,NATALES,JAVIERA CARRERA,0,AV ESPANA,CESFAM,null,2,1,null,null,null,null,0,0,7,40,8,30,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 7:30:00,"-51.7312302, -72.5000924",22,3.Centro,30-12-1899 7:40:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:35:00,3,3,"5,764",,,,,,,,
10991,2,2,7,5,,NATALES,JAVIERA CARRERA,0,AV ESPANA,CESFAM,NATALES,RAMIREZ,966,.,.,null,2,1,null,null,null,null,0,0,8,40,16,45,"-51.7312302, -72.5000924",22,3.Centro,30-12-1899 8:30:00,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 8:40:00,30-12-1899 0:10:00,null,1,1,30-12-1899 8:35:00,3,3,"5,764",,,,,,,,
10991,2,3,11,null,,NATALES,RAMIREZ,966,.,.,NATALES,BULNES,0,BAQUEDANO,OPTICA,null,2,1,null,null,null,null,0,0,16,50,17,0,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 16:45:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 16:50:00,30-12-1899 0:05:00,null,2,1,30-12-1899 16:47:30,3,3,"5,764",,,,,,,,
10991,2,4,7,11,,NATALES,BULNES,0,BAQUEDANO,OPTICA,NATALES,RAMIREZ,966,.,.,null,2,1,null,null,null,null,0,0,17,10,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 17:00:00,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 17:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 17:05:00,3,3,"5,764",,,,,,,,
10992,5,1,5,null,,NATALES,GALVARINO,921,.,.,NATALES,AV ESPAÑA,1650,AV ULTIMA ESPERANZA,HOSPITAL,null,null,8,null,null,null,null,1,5,9,20,11,30,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 9:00:00,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 9:20:00,30-12-1899 0:20:00,null,1,1,30-12-1899 9:10:00,3,3,"54,632",,,,,,,,
10992,5,2,7,5,,NATALES,AV ESPAÑA,1650,AV ULTIMA ESPERANZA,HOSPITAL,NATALES,GALVARINO,921,.,.,null,null,8,null,null,null,null,0,1,12,0,99,99,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 11:30:00,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 12:00:00,30-12-1899 0:30:00,null,2,1,30-12-1899 11:45:00,3,3,"54,632",,,,,,,,
10992,7,1,5,null,,NATALES,GALVARINO,921,.,.,NATALES,AV ESPAÑA,1650,AV ULTIMA ESPERANZA,HOSPITAL,null,null,8,null,null,null,null,0,0,9,20,11,30,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 9:00:00,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 9:20:00,30-12-1899 0:20:00,null,1,1,30-12-1899 9:10:00,3,3,"14,641",,,,,,,,
10992,7,2,7,5,,NATALES,AV ESPAÑA,1650,AV ULTIMA ESPERANZA,HOSPITAL,NATALES,GALVARINO,921,.,.,null,null,8,null,null,null,null,0,0,12,0,99,99,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 11:30:00,"-51.73227,-72.49620",29,2.Residencial Central,30-12-1899 12:00:00,30-12-1899 0:30:00,null,2,1,30-12-1899 11:45:00,3,3,"14,641",,,,,,,,
11001,1,1,1,null,,NATALES,FRESIA,1159,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO,COL.PTO. NATALES,4,null,13,null,null,null,null,3,5,9,5,14,0,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 9:00:00,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 9:05:00,30-12-1899 0:05:00,null,1,1,30-12-1899 9:02:30,1,1,"15,555",,,,,,,,
11001,1,2,7,1,,NATALES,SIMON BOLIVAR,1463,OVEJERO,COL.PTO. NATALES,NATALES,FRESIA,1159,.,.,null,null,13,null,null,null,null,3,5,14,5,16,0,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 14:00:00,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 14:05:00,30-12-1899 0:05:00,null,3,1,30-12-1899 14:02:30,1,3,"15,555",,,,,,,,
11001,1,3,1,null,,NATALES,FRESIA,1159,.,.,NATALES,SIMON BOLIVAR,1463,OVEJERO,COL.PTO. NATALES,4,null,13,null,null,null,null,3,5,16,5,19,30,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 16:00:00,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 16:05:00,30-12-1899 0:05:00,null,2,1,30-12-1899 16:02:30,1,1,"15,555",,,,,,,,
11001,1,4,7,1,,NATALES,SIMON BOLIVAR,1463,OVEJERO,COL.PTO. NATALES,NATALES,FRESIA,1159,.,.,null,null,13,null,null,null,null,3,5,19,35,99,99,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 19:30:00,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 19:35:00,30-12-1899 0:05:00,null,4,1,30-12-1899 19:32:30,1,3,"15,555",,,,,,,,
11001,2,1,1,null,,NATALES,FRESIA,1159,.,.,NATALES,SAN MARTIN,0,CARLOS IBAÑEZ,CEMENTERIO MUNICIPAL,7,null,3,null,null,null,null,8,5,7,50,13,0,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 7:45:00,"-51.738271, -72.485894",46,7.Residencial Perimetral,30-12-1899 7:50:00,30-12-1899 0:05:00,null,1,1,30-12-1899 7:47:30,2,1,"20,251",,,,,,,,
11001,2,2,7,1,,NATALES,SAN MARTIN,0,CARLOS IBAÑEZ,CEMENTERIO MUNICIPAL,NATALES,FRESIA,1159,.,.,null,null,3,null,null,null,null,8,5,13,5,14,15,"-51.738271, -72.485894",46,7.Residencial Perimetral,30-12-1899 13:00:00,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 13:05:00,30-12-1899 0:05:00,null,3,1,30-12-1899 13:02:30,2,3,"20,251",,,,,,,,
11001,2,3,1,null,,NATALES,FRESIA,1159,.,.,NATALES,SAN MARTIN,0,CARLOS IBAÑEZ,CEMENTERIO MUNICIPAL,7,null,3,null,null,null,null,8,5,14,20,17,30,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 14:15:00,"-51.738271, -72.485894",46,7.Residencial Perimetral,30-12-1899 14:20:00,30-12-1899 0:05:00,null,2,1,30-12-1899 14:17:30,2,1,"20,251",,,,,,,,
11001,2,4,7,1,,NATALES,SAN MARTIN,0,CARLOS IBAÑEZ,CEMENTERIO MUNICIPAL,NATALES,FRESIA,1159,.,.,null,null,3,null,null,null,null,8,5,17,35,99,99,"-51.738271, -72.485894",46,7.Residencial Perimetral,30-12-1899 17:30:00,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 17:35:00,30-12-1899 0:05:00,null,2,1,30-12-1899 17:32:30,2,3,"20,251",,,,,,,,
11001,3,1,1,null,,NATALES,FRESIA,1159,.,.,NATALES,AVDA. ESPAÑA,0,AVDA.ULT. ESPERANZA,SALFA,5,null,13,null,null,null,null,10,10,8,0,13,0,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 7:50:00,"-51.7313141, -72.4917914999999",38,5.Residencial Sur,30-12-1899 8:00:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:55:00,1,1,"38,968",,,,,,,,
11001,3,2,7,1,,NATALES,AVDA. ESPAÑA,0,AVDA.ULT. ESPERANZA,SALFA,NATALES,FRESIA,1159,.,.,null,null,13,null,null,null,null,10,10,13,10,14,20,"-51.7313141, -72.4917914999999",38,5.Residencial Sur,30-12-1899 13:00:00,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 13:10:00,30-12-1899 0:10:00,null,3,1,30-12-1899 13:05:00,1,3,"38,968",,,,,,,,
11001,3,3,1,null,,NATALES,FRESIA,1159,.,.,NATALES,AVDA. ESPAÑA,0,AVDA.ULT. ESPERANZA,SALFA,5,null,13,null,null,null,null,10,10,14,30,17,30,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 14:20:00,"-51.7313141, -72.4917914999999",38,5.Residencial Sur,30-12-1899 14:30:00,30-12-1899 0:10:00,null,2,1,30-12-1899 14:25:00,1,1,"38,968",,,,,,,,
11001,3,4,7,1,,NATALES,AVDA. ESPAÑA,0,AVDA.ULT. ESPERANZA,SALFA,NATALES,FRESIA,1159,.,.,null,null,13,null,null,null,null,10,10,17,40,99,99,"-51.7313141, -72.4917914999999",38,5.Residencial Sur,30-12-1899 17:30:00,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 17:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 17:35:00,1,3,"38,968",,,,,,,,
11001,4,1,1,null,,NATALES,FRESIA,1159,.,.,NATALES,AVDA. LIBERTAD,0,PILAR BORQUEZ,CASA PARTICULAR,5,1,1,null,null,null,null,0,1,8,50,17,0,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 8:45:00,"-51.7220607, -72.4941486",8,1.Residencial Norte,30-12-1899 8:50:00,30-12-1899 0:05:00,null,1,1,30-12-1899 8:47:30,3,1,"29,76",,,,,,,,
11001,4,2,7,1,,NATALES,AVDA. LIBERTAD,0,PILAR BORQUEZ,CASA PARTICULAR,NATALES,FRESIA,1159,.,.,null,1,1,null,null,null,null,0,1,17,10,99,99,"-51.7220607, -72.4941486",8,1.Residencial Norte,30-12-1899 17:00:00,"-51.73229,-72.48620",32,5.Residencial Sur,30-12-1899 17:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 17:05:00,3,3,"29,76",,,,,,,,
11011,2,1,8,null,,NATALES,FRESIA,1306,.,.,NATALES,RAMIREZ,748,MIRAFLORES,ESCUELA BERNARDO OHIGGINS,null,1,1,null,null,null,null,0,1,12,55,13,0,"-51.72952,-72.48478",32,5.Residencial Sur,30-12-1899 12:50:00,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 12:55:00,30-12-1899 0:05:00,null,3,1,30-12-1899 12:52:30,3,3,"27,584",,,,,,,,
11011,2,2,7,8,,NATALES,RAMIREZ,748,MIRAFLORES,ESCUELA BERNARDO OHIGGINS,NATALES,FRESIA,1306,.,.,null,1,1,null,null,null,null,0,1,13,10,16,15,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 13:00:00,"-51.72952,-72.48478",32,5.Residencial Sur,30-12-1899 13:10:00,30-12-1899 0:10:00,null,3,1,30-12-1899 13:05:00,3,3,"27,584",,,,,,,,
11011,2,3,8,null,,NATALES,FRESIA,1306,.,.,NATALES,AGOSTINI,1253,SIMON BOLIVAR,JARDIN NUBES AUSTRALES,null,1,1,null,null,null,null,0,1,16,25,16,30,"-51.72952,-72.48478",32,5.Residencial Sur,30-12-1899 16:15:00,"-51.7308451, -72.4982042",22,3.Centro,30-12-1899 16:25:00,30-12-1899 0:10:00,null,2,1,30-12-1899 16:20:00,3,3,"27,584",,,,,,,,
11011,2,4,7,8,,NATALES,AGOSTINI,1253,SIMON BOLIVAR,JARDIN NUBES AUSTRALES,NATALES,FRESIA,1306,.,.,null,1,1,null,null,null,null,0,1,16,40,99,99,"-51.7308451, -72.4982042",22,3.Centro,30-12-1899 16:30:00,"-51.72952,-72.48478",32,5.Residencial Sur,30-12-1899 16:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 16:35:00,3,3,"27,584",,,,,,,,
11012,1,1,1,null,,NATALES,OVEJERO,1347,.,.,NATALES,PHILLIPI,430,TOMAS ROGERS,LICEO GABRIELA MISTRAL,4,null,7,null,null,null,null,1,5,8,10,13,0,"-51.72952,-72.48478",32,5.Residencial Sur,30-12-1899 7:30:00,"-51.7256757, -72.5045579",4,3.Centro,30-12-1899 8:10:00,30-12-1899 0:40:00,null,1,1,30-12-1899 7:50:00,4,1,"8,074",,,,,,,,
11012,1,2,7,1,,NATALES,PHILLIPI,430,TOMAS ROGERS,LICEO GABRIELA MISTRAL,NATALES,OVEJERO,1347,.,.,null,null,7,null,null,null,null,3,10,13,45,14,30,"-51.7256757, -72.5045579",4,3.Centro,30-12-1899 13:00:00,"-51.72952,-72.48478",32,5.Residencial Sur,30-12-1899 13:45:00,30-12-1899 0:45:00,null,3,1,30-12-1899 13:22:30,4,3,"8,074",,,,,,,,
11012,1,3,1,null,,NATALES,OVEJERO,1347,.,.,NATALES,PHILLIPI,430,TOMAS ROGERS,LICEO GABRIELA MISTRAL,4,null,7,null,null,null,null,1,5,15,15,18,0,"-51.72952,-72.48478",32,5.Residencial Sur,30-12-1899 14:30:00,"-51.7256757, -72.5045579",4,3.Centro,30-12-1899 15:15:00,30-12-1899 0:45:00,null,2,1,30-12-1899 14:52:30,4,1,"8,074",,,,,,,,
11012,1,4,7,1,,NATALES,PHILLIPI,430,TOMAS ROGERS,LICEO GABRIELA MISTRAL,NATALES,OVEJERO,1347,.,.,null,null,7,null,null,null,null,3,10,18,45,99,99,"-51.7256757, -72.5045579",4,3.Centro,30-12-1899 18:00:00,"-51.72952,-72.48478",32,5.Residencial Sur,30-12-1899 18:45:00,30-12-1899 0:45:00,null,2,1,30-12-1899 18:22:30,4,3,"8,074",,,,,,,,
11021,1,1,1,null,,NATALES,LOS CIPRESES,1399,.,.,NATALES,CARLOS BORIES,SN,CARLOS BORIES,MUNICIPALIDAD PUERTO NATALES,7,null,7,null,null,null,null,2,5,8,0,17,0,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 7:30:00,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 8:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 7:45:00,4,1,"27,584",,,,,,,,
11021,1,2,7,1,,NATALES,CARLOS BORIES,SN,CARLOS BORIES,MUNICIPALIDAD PUERTO NATALES,NATALES,LOS CIPRESES,1399,.,.,null,null,7,null,null,null,null,0,1,17,30,99,99,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 17:00:00,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 17:30:00,30-12-1899 0:30:00,null,2,1,30-12-1899 17:15:00,4,3,"27,584",,,,,,,,
11021,2,1,1,null,,NATALES,LOS CIPRESES,1399,.,.,NATALES,AVDA.ESPAÑA,1650,JAVIERRA CARRERA,HOSPITAL AUGUSTO ESSMANN,3,1,1,null,null,null,null,0,1,7,55,17,0,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 7:30:00,"-51.73016, -72.4943299999999",23,2.Residencial Central,30-12-1899 7:55:00,30-12-1899 0:25:00,null,1,1,30-12-1899 7:42:30,3,1,"27,584",,,,,,,,
11021,2,2,7,1,,NATALES,AVDA.ESPAÑA,1650,JAVIERRA CARRERA,HOSPITAL AUGUSTO ESSMANN,NATALES,LOS CIPRESES,1399,.,.,null,1,1,null,null,null,null,0,1,17,10,99,99,"-51.73016, -72.4943299999999",23,2.Residencial Central,30-12-1899 17:00:00,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 17:10:00,30-12-1899 0:10:00,null,2,1,30-12-1899 17:05:00,3,3,"27,584",,,,,,,,
11021,3,1,3,null,,NATALES,LOS CIPRESES,1399,.,.,NATALES,PRAT,354,ESMERALDA,LICEO MARIA MAZARELLO,null,null,7,null,null,null,null,2,5,7,50,15,0,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 7:30:00,"-51.7316669999999, -72.5008825",29,2.Residencial Central,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,4,2,"18,369",,,,,,,,
11021,3,2,7,3,,NATALES,PRAT,354,ESMERALDA,LICEO MARIA MAZARELLO,NATALES,LOS CIPRESES,1399,.,.,null,null,7,null,null,null,null,1,3,15,25,99,99,"-51.7316669999999, -72.5008825",29,2.Residencial Central,30-12-1899 15:00:00,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 15:25:00,30-12-1899 0:25:00,null,2,1,30-12-1899 15:12:30,4,3,"18,369",,,,,,,,
11021,4,1,3,null,,NATALES,LOS CIPRESES,1399,.,.,NATALES,SANTIAGO BUERAS,654,ABRAHAM LINCON,JARDIN MONTAÑAS AZULES,null,null,9,null,null,null,null,0,1,8,0,16,30,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 7:30:00,"-51.73487, -72.4959875999999",30,2.Residencial Central,30-12-1899 8:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 7:45:00,3,2,"10,872",,,,,,,,
11021,4,2,7,3,,NATALES,SANTIAGO BUERAS,654,ABRAHAM LINCON,JARDIN MONTAÑAS AZULES,NATALES,LOS CIPRESES,1399,.,.,null,null,9,null,null,null,null,0,1,17,0,99,99,"-51.73487, -72.4959875999999",30,2.Residencial Central,30-12-1899 16:30:00,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 17:00:00,30-12-1899 0:30:00,null,2,1,30-12-1899 16:45:00,3,3,"10,872",,,,,,,,
11022,1,1,1,null,,NATALES,27 DE ABRIL,1350,.,.,NATALES,RAMIREZ,892,ESMERALDA,DOMICILIO,5,null,7,null,null,null,null,3,5,10,0,15,0,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 9:30:00,"-51.7328297, -72.4966474",29,2.Residencial Central,30-12-1899 10:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 9:45:00,4,1,"6,111",,,,,,,,
11022,1,2,7,1,,NATALES,RAMIREZ,892,ESMERALDA,DOMICILIO,NATALES,27 DE ABRIL,1350,.,.,null,null,7,null,null,null,null,3,5,15,30,99,99,"-51.7328297, -72.4966474",29,2.Residencial Central,30-12-1899 15:00:00,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 15:30:00,30-12-1899 0:30:00,null,2,1,30-12-1899 15:15:00,4,3,"6,111",,,,,,,,
11022,2,1,11,null,,NATALES,27 DE ABRIL,1350,.,.,NATALES,EBERHARD,250,BARROS ARANA,RECASUR,null,1,1,null,null,null,null,0,1,10,20,11,0,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 10:00:00,"-51.727268, -72.5028047999999",14,3.Centro,30-12-1899 10:20:00,30-12-1899 0:20:00,null,1,1,30-12-1899 10:10:00,3,3,"8,734",,,,,,,,
11022,2,2,7,11,,NATALES,EBERHARD,250,BARROS ARANA,RECASUR,NATALES,27 DE ABRIL,1350,.,.,null,1,1,null,null,null,null,0,1,11,20,99,99,"-51.727268, -72.5028047999999",14,3.Centro,30-12-1899 11:00:00,"-51.73209,-72.47848",33,5.Residencial Sur,30-12-1899 11:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 11:10:00,3,3,"8,734",,,,,,,,
11031,1,1,1,null,null,NATALES,ABRAHAM LINCON,1520,.,.,NATALES,ESMERALDA,1006,RICARDO KRUGER,CONTABILIDAD,8,null,7,null,null,null,null,1,2,9,0,13,0,"-51.73769,-72.49505",36,5.Residencial Sur,30-12-1899 8:30:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 9:00:00,30-12-1899 0:30:00,null,1,1,30-12-1899 8:45:00,4,1,"26,988",,,,,,,,
