Folio,ordenpersona,ordenviaje,Proposito,PropositoVC,Proposito_e,OrigenActividadComuna,OrigenActividadCalle,OrigenActividadNumero,OrigenActividadInterCalle,OrigenActividadHito,LugarActividadComuna,LugarActividadCalle,LugarActividadNumero,LugarActividadInterCalle,LugarActividadHito,ActividadEmpresa,TipoAsiento,ModoEtapa1,ModoEtapa2,ModoEtapa3,ModoEtapa4,ModoEtapa5,CuadrasCaminadasDespues,MinutosCaminadosDespues,HoraLlegadaHora,HoraLlegadaMinuto,HoraVolvioSalirHora,HoraVolvioSalirMinuto,Coord_OrigenViaje,Zona_OrigenViaje,Sector_OrigenViaje,HoraSalida,Coord_DestinoViaje,Zona_DestinoViaje,Sector_DestinoViaje,HoraLlegada,TiempoViaje,Distancia,Periodo,NumeroEtapasViaje,HoraMediaViaje,ModoAgregado,PropositoAgregado,FactorExpansionV,codActividadEmpresa,codModoEtapa1,codModoEtapa2,codModoEtapa3,codModoEtapa4,codModoEtapa5,codPeriodo,codProposito
10031,5,6,7,8,,NATALES,21 DE MAYO,921,GUACOLDA Y E. LILLO,CASA PARTICULAR,NATALES,AVENIDA LIBERTAD,556,.,.,null,2,1,null,null,null,null,0,1,19,5,99,99,"-51.7336435, -72.4930546",38,5.Residencial Sur,30-12-1899 19:00:00,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 19:05:00,30-12-1899 0:05:00,null,4,1,30-12-1899 19:02:30,3,3,"14,912",,,,,,,,
10032,1,1,1,null,,NATALES,PASAJE 8,463,.,.,NATALES,KM 7 Y MEDIO LAUTARO,S N,RUTA 9,REGIMIENTO LANCEROS,5,1,1,null,null,null,null,0,2,8,45,13,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 8:30:00,"-51.7163253, -72.4973793",0,0.Zona Externa,30-12-1899 8:45:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:37:30,3,1,"6,397",,,,,,,,
10032,1,2,7,1,,NATALES,KM 7 Y MEDIO LAUTARO,S N,RUTA 9,REGIMIENTO LANCEROS,NATALES,PASAJE 8,463,.,.,null,1,1,null,null,null,null,0,1,13,15,13,45,"-51.7163253, -72.4973793",0,0.Zona Externa,30-12-1899 13:00:00,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 13:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:07:30,3,3,"6,397",,,,,,,,
10032,1,3,1,null,,NATALES,PASAJE 8,463,.,.,NATALES,KM 7 Y MEDIO LAUTARO,S N,RUTA 9,REGIMIENTO LANCEROS,5,1,1,null,null,null,null,0,2,14,0,18,0,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 13:45:00,"-51.7163253, -72.4973793",0,0.Zona Externa,30-12-1899 14:00:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:52:30,3,1,"6,397",,,,,,,,
10032,1,4,7,1,,NATALES,KM 7 Y MEDIO LAUTARO,S N,RUTA 9,REGIMIENTO LANCEROS,NATALES,PASAJE 8,463,.,.,null,1,1,null,null,null,null,0,1,18,15,99,99,"-51.7163253, -72.4973793",0,0.Zona Externa,30-12-1899 18:00:00,"-51.71930,-72.49615",7,1.Residencial Norte,30-12-1899 18:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 18:07:30,3,3,"6,397",,,,,,,,
10041,4,1,1,null,,NATALES,ALBERTO BARRIA,102,.,.,NATALES,CAMINO PUERTO BORIES,.,.,MUELLE COCHIFAS,1,1,1,null,null,null,null,0,1,8,15,17,0,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 8:00:00,"-51.697563,-72.525832",0,0.Zona Externa,30-12-1899 8:15:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:07:30,3,1,"30,917",,,,,,,,
10041,4,2,7,1,,NATALES,CAMINO PUERTO BORIES,.,.,MUELLE COCHIFAS,NATALES,ALBERTO BARRIA,102,.,.,null,1,1,null,null,null,null,0,1,17,15,99,99,"-51.697563,-72.525832",0,0.Zona Externa,30-12-1899 17:00:00,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 17:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 17:07:30,3,3,"30,917",,,,,,,,
10042,1,1,1,null,,NATALES,BRUNO CANOBRA,83,.,.,NATALES,CAMINO A PUERTO,0,MUE. WALDEMAR Y CAM. VALENZ,PLANTA PRIMARIA NATALES,1,1,1,null,null,null,null,0,5,7,50,17,0,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 7:30:00,"-51.7172003, -72.5053803",0,0.Zona Externa,30-12-1899 7:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:40:00,3,1,"13,125",,,,,,,,
10042,1,2,7,1,,NATALES,CAMINO A PUERTO,0,MUE. WALDEMAR Y CAM. VALENZ,PLANTA PRIMARIA NATALES,NATALES,BRUNO CANOBRA,83,.,.,null,1,1,null,null,null,null,0,1,17,30,99,99,"-51.7172003, -72.5053803",0,0.Zona Externa,30-12-1899 17:00:00,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 17:30:00,30-12-1899 0:30:00,null,2,1,30-12-1899 17:15:00,3,3,"13,125",,,,,,,,
10042,2,1,8,null,,NATALES,BRUNO CANOBRA,83,.,.,NATALES,LIBERTAD,S N,POLIDEP. Y JUAN BOLIVAR,ESCUELA,null,null,13,null,null,null,null,5,8,7,58,8,1,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 7:50:00,"-51.7293939, -72.5005863",22,3.Centro,30-12-1899 7:58:00,30-12-1899 0:08:00,null,1,1,30-12-1899 7:54:00,1,3,"16,961",,,,,,,,
10042,2,2,7,8,,NATALES,LIBERTAD,S N,POLIDEP. Y JUAN BOLIVAR,ESCUELA,NATALES,BRUNO CANOBRA,83,.,.,null,null,13,null,null,null,null,5,8,8,10,12,45,"-51.7293939, -72.5005863",22,3.Centro,30-12-1899 8:01:00,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 8:10:00,30-12-1899 0:09:00,null,1,1,30-12-1899 8:05:30,1,3,"16,961",,,,,,,,
10042,2,3,8,null,,NATALES,BRUNO CANOBRA,83,.,.,NATALES,LIBERTAD,S N,POLIDEP. Y JUAN BOLIVAR,ESCUELA,null,null,13,null,null,null,null,5,8,12,58,13,10,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 12:45:00,"-51.7293939, -72.5005863",22,3.Centro,30-12-1899 12:58:00,30-12-1899 0:13:00,null,3,1,30-12-1899 12:51:30,1,3,"16,961",,,,,,,,
10042,2,4,7,8,,NATALES,LIBERTAD,S N,POLIDEP. Y JUAN BOLIVAR,ESCUELA,NATALES,BRUNO CANOBRA,83,.,.,null,null,13,null,null,null,null,5,8,13,20,99,99,"-51.7293939, -72.5005863",22,3.Centro,30-12-1899 13:10:00,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 13:20:00,30-12-1899 0:10:00,null,3,1,30-12-1899 13:15:00,1,3,"16,961",,,,,,,,
10042,3,1,3,null,,NATALES,BRUNO CANOBRA,83,.,.,MAGALLANES,AVDA. LIBERTAD,S N,JULIO BURGOS Y FERNANDO FERR,ESCUELA G-4,null,null,13,null,null,null,null,5,8,7,58,13,0,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 7:50:00,"-51.7274233, -72.5058857",4,3.Centro,30-12-1899 7:58:00,30-12-1899 0:08:00,null,1,1,30-12-1899 7:54:00,1,2,"15,572",,,,,,,,
10042,3,2,7,4,,MAGALLANES,AVDA. LIBERTAD,S N,JULIO BURGOS Y FERNANDO FERR,ESCUELA G-4,NATALES,BRUNO CANOBRA,83,.,.,null,null,13,null,null,null,null,5,8,13,15,99,99,"-51.7274233, -72.5058857",4,3.Centro,30-12-1899 13:00:00,"-51.72010,-72.49292",7,1.Residencial Norte,30-12-1899 13:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:07:30,1,3,"15,572",,,,,,,,
10052,1,1,11,null,,NATALES,LIBERTAD,42,.,.,NATALES,BULNES,SN,BAQUEDANO Y BULNES,SUPERMERCADO,null,null,13,null,null,null,null,13,15,10,20,12,0,"-51.72230,-72.49210",8,1.Residencial Norte,30-12-1899 10:00:00,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 10:20:00,30-12-1899 0:20:00,null,1,1,30-12-1899 10:10:00,1,3,"7,737",,,,,,,,
10052,1,2,7,11,,NATALES,BULNES,SN,BAQUEDANO Y BULNES,SUPERMERCADO,NATALES,LIBERTAD,42,.,.,null,null,13,null,null,null,null,13,15,12,30,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 12:00:00,"-51.72230,-72.49210",8,1.Residencial Norte,30-12-1899 12:30:00,30-12-1899 0:30:00,null,3,1,30-12-1899 12:15:00,1,3,"7,737",,,,,,,,
10061,1,1,8,null,,NATALES,PILAR BORQUEZ,1545,.,.,NATALES,LIBERTAD,S N,C. IBAÑEZ Y OVEJERO,LICEO SALESIANO,null,1,1,null,null,null,null,0,0,7,55,8,0,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 7:40:00,"-51.7224047, -72.4932273",8,1.Residencial Norte,30-12-1899 7:55:00,30-12-1899 0:15:00,null,1,1,30-12-1899 7:47:30,3,3,"37,552",,,,,,,,
10061,1,2,7,8,,NATALES,LIBERTAD,S N,C. IBAÑEZ Y OVEJERO,LICEO SALESIANO,NATALES,PILAR BORQUEZ,1545,.,.,null,1,1,null,null,null,null,0,0,8,5,8,6,"-51.7224047, -72.4932273",8,1.Residencial Norte,30-12-1899 8:00:00,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 8:05:00,30-12-1899 0:05:00,null,1,1,30-12-1899 8:02:30,3,3,"37,552",,,,,,,,
10061,1,3,1,null,,NATALES,PILAR BORQUEZ,1545,.,.,NATALES,AVDA. ESPAÑA,1650,JAVIERA CARRERA Y A. U. ESPE,HOSPITAL A. ESSMANN,3,1,1,null,null,null,null,0,3,8,15,18,30,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 8:06:00,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 8:15:00,30-12-1899 0:09:00,null,1,1,30-12-1899 8:10:30,3,1,"37,552",,,,,,,,
10061,1,4,7,1,,NATALES,AVDA. ESPAÑA,1650,JAVIERA CARRERA Y A. U. ESPE,HOSPITAL A. ESSMANN,NATALES,PILAR BORQUEZ,1545,.,.,null,1,1,null,null,null,null,0,1,18,40,99,99,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 18:30:00,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 18:40:00,30-12-1899 0:10:00,null,4,1,30-12-1899 18:35:00,3,3,"37,552",,,,,,,,
10061,2,1,8,null,,NATALES,PILAR BORQUEZ,1545,.,.,NATALES,PILOTO PARDO,S N,OVEJERO Y DÁGOSTINI,COLEGIO,null,2,1,null,null,null,null,1,3,8,0,8,5,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 7:40:00,"-51.7371215999999, -72.4950832",36,5.Residencial Sur,30-12-1899 8:00:00,30-12-1899 0:20:00,null,1,1,30-12-1899 7:50:00,3,3,"12,766",,,,,,,,
10061,2,2,7,8,,NATALES,PILOTO PARDO,S N,OVEJERO Y DÁGOSTINI,COLEGIO,NATALES,PILAR BORQUEZ,1545,.,.,null,2,1,null,null,null,null,0,1,8,10,13,45,"-51.7371215999999, -72.4950832",36,5.Residencial Sur,30-12-1899 8:05:00,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 8:10:00,30-12-1899 0:05:00,null,1,1,30-12-1899 8:07:30,3,3,"12,766",,,,,,,,
10061,2,3,8,null,,NATALES,PILAR BORQUEZ,1545,.,.,NATALES,PILOTO PARDO,SN,OVEJERO Y DÁGOSTINI,COLEGIO,null,2,1,null,null,null,null,1,3,13,55,14,5,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 13:45:00,"-51.7371215999999, -72.4950832",36,5.Residencial Sur,30-12-1899 13:55:00,30-12-1899 0:10:00,null,3,1,30-12-1899 13:50:00,3,3,"12,766",,,,,,,,
10061,2,4,7,8,,NATALES,PILOTO PARDO,SN,OVEJERO Y DÁGOSTINI,COLEGIO,NATALES,PILAR BORQUEZ,1545,.,.,null,2,1,null,null,null,null,0,1,14,15,99,99,"-51.7371215999999, -72.4950832",36,5.Residencial Sur,30-12-1899 14:05:00,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 14:15:00,30-12-1899 0:10:00,null,2,1,30-12-1899 14:10:00,3,3,"12,766",,,,,,,,
10061,3,1,1,null,,NATALES,PILAR BORQUEZ,1545,.,.,NATALES,AVDA. ESPAÑA,1650,J.CARRERA Y AVDA. U. ESPERAN,HOSPITAL,3,1,1,null,null,null,null,0,2,8,15,17,30,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 8:00:00,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 8:15:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:07:30,3,1,"17,478",,,,,,,,
10061,3,2,7,1,,NATALES,AVDA. ESPAÑA,1650,J.CARRERA Y AVDA. U. ESPERAN,HOSPITAL,NATALES,PILAR BORQUEZ,1545,.,.,null,1,1,null,null,null,null,0,1,17,40,99,99,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 17:30:00,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 17:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 17:35:00,3,3,"17,478",,,,,,,,
10062,1,1,1,null,,NATALES,CARABINERO LUCERO,1568,.,.,NATALES,AVDA. ESPAÑA,.,LOS FLAMENCOS Y VEN. SNOWY,PESQUERA ALVAREZ Y ALVAREZ,1,null,3,null,null,null,null,0,1,18,55,23,40,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 18:45:00,"-51.7301689, -72.4768413",26,6.Residencial Oriente,30-12-1899 18:55:00,30-12-1899 0:10:00,null,4,1,30-12-1899 18:50:00,2,1,"8,437",,,,,,,,
10062,1,2,7,1,,NATALES,AVDA. ESPAÑA,.,LOS FLAMENCOS Y VEN. SNOWY,PESQUERA ALVAREZ Y ALVAREZ,NATALES,CARABINERO LUCERO,1568,.,.,null,null,3,null,null,null,null,0,1,23,59,99,99,"-51.7301689, -72.4768413",26,6.Residencial Oriente,30-12-1899 23:40:00,"-51.72110,-72.49215",8,1.Residencial Norte,30-12-1899 23:59:00,30-12-1899 0:19:00,null,5,1,30-12-1899 23:49:30,2,3,"8,437",,,,,,,,
10071,1,1,1,null,,NATALES,RAMON FREIRE,971,.,.,NATALES,PHILLIPI,.,TOMAS ROGERS Y B. ENCALADA,LICEO POLITECNICO,4,null,13,null,null,null,null,3,5,7,55,13,0,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 7:50:00,"-51.7387814999999, -72.4858799",46,7.Residencial Perimetral,30-12-1899 7:55:00,30-12-1899 0:05:00,null,1,1,30-12-1899 7:52:30,1,1,"10,312",,,,,,,,
10071,1,2,7,1,,NATALES,PHILLIPI,.,TOMAS ROGERS Y B. ENCALADA,LICEO POLITECNICO,NATALES,RAMON FREIRE,971,.,.,null,null,13,null,null,null,null,3,5,13,5,14,20,"-51.7387814999999, -72.4858799",46,7.Residencial Perimetral,30-12-1899 13:00:00,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 13:05:00,30-12-1899 0:05:00,null,3,1,30-12-1899 13:02:30,1,3,"10,312",,,,,,,,
10071,1,3,1,null,,NATALES,RAMON FREIRE,971,.,.,NATALES,PHILLIPI,.,TOMAS ROGERS Y B. ENCALADA,LICEO POLITECNICO,4,null,13,null,null,null,null,3,5,14,25,17,30,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 14:20:00,"-51.7387814999999, -72.4858799",46,7.Residencial Perimetral,30-12-1899 14:25:00,30-12-1899 0:05:00,null,2,1,30-12-1899 14:22:30,1,1,"10,312",,,,,,,,
10071,1,4,7,1,,NATALES,PHILLIPI,.,TOMAS ROGERS Y B. ENCALADA,LICEO POLITECNICO,NATALES,RAMON FREIRE,971,.,.,null,null,13,null,null,null,null,3,5,17,35,99,99,"-51.7387814999999, -72.4858799",46,7.Residencial Perimetral,30-12-1899 17:30:00,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 17:35:00,30-12-1899 0:05:00,null,2,1,30-12-1899 17:32:30,1,3,"10,312",,,,,,,,
10071,2,1,1,null,,NATALES,RAMON FREIRE,971,.,.,NATALES,CARLOS BORIES,.,TO. ROGERS Y MAGALLANES,MUNICIPALIDAD,7,null,3,null,null,null,null,0,1,7,55,13,0,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 7:50:00,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 7:55:00,30-12-1899 0:05:00,null,1,1,30-12-1899 7:52:30,2,1,"11,325",,,,,,,,
10071,2,2,7,1,,NATALES,CARLOS BORIES,.,TO. ROGERS Y MAGALLANES,MUNICIPALIDAD,NATALES,RAMON FREIRE,971,.,.,null,null,3,null,null,null,null,0,1,13,5,14,0,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 13:00:00,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 13:05:00,30-12-1899 0:05:00,null,3,1,30-12-1899 13:02:30,2,3,"11,325",,,,,,,,
10071,2,3,1,null,,NATALES,RAMON FREIRE,971,.,.,NATALES,CARLOS BORIES,.,TO. ROGERS Y MAGALLANES,MUNICIPALIDAD,7,null,3,null,null,null,null,0,1,14,5,17,0,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 14:00:00,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 14:05:00,30-12-1899 0:05:00,null,3,1,30-12-1899 14:02:30,2,1,"11,325",,,,,,,,
10071,2,4,7,1,,NATALES,CARLOS BORIES,.,TO. ROGERS Y MAGALLANES,MUNICIPALIDAD,NATALES,RAMON FREIRE,971,.,.,null,null,3,null,null,null,null,0,1,17,5,99,99,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 17:00:00,"-51.72485,-72.49746",9,2.Residencial Central,30-12-1899 17:05:00,30-12-1899 0:05:00,null,2,1,30-12-1899 17:02:30,2,3,"11,325",,,,,,,,
10081,1,1,1,null,,NATALES,LIBERTAD,306,.,.,NATALES,AVDA. ESPAÑA HUERTO,68,VENTISQUERO SNOWY Y FLAMENCO,PESQUERA,1,null,5,null,null,null,null,1,5,7,35,17,0,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 7:30:00,"-51.729128, -72.4826768",25,6.Residencial Oriente,30-12-1899 7:35:00,30-12-1899 0:05:00,null,1,1,30-12-1899 7:32:30,3,1,"5,822",,,,,,,,
10081,1,2,7,1,,NATALES,AVDA. ESPAÑA HUERTO,68,VENTISQUERO SNOWY Y FLAMENCO,PESQUERA,NATALES,LIBERTAD,306,.,.,null,null,5,null,null,null,null,1,5,17,20,99,99,"-51.729128, -72.4826768",25,6.Residencial Oriente,30-12-1899 17:00:00,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 17:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:10:00,3,3,"5,822",,,,,,,,
10081,2,1,11,null,,NATALES,LIBERTAD,306,.,.,NATALES,CARLOS IBAÑEZ,SN,18 DE SEP. Y SAN MARTIN,SUPERMIX,null,1,1,null,null,null,null,1,3,10,15,10,30,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 10:00:00,"-51.738657, -72.4889551999999",46,7.Residencial Perimetral,30-12-1899 10:15:00,30-12-1899 0:15:00,null,1,1,30-12-1899 10:07:30,3,3,"6,976",,,,,,,,
10081,2,2,7,11,,NATALES,CARLOS IBAÑEZ,SN,18 DE SEP. Y SAN MARTIN,SUPERMIX,NATALES,LIBERTAD,306,.,.,null,1,1,null,null,null,null,0,1,10,45,99,99,"-51.738657, -72.4889551999999",46,7.Residencial Perimetral,30-12-1899 10:30:00,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 10:45:00,30-12-1899 0:15:00,null,1,1,30-12-1899 10:37:30,3,3,"6,976",,,,,,,,
10082,1,1,11,null,,NATALES,COLO COLO,1598,.,.,NATALES,NATALES CENTRO,SN,BAQUEDANO Y BULNES,FARMACIA,null,null,13,null,null,null,null,12,20,14,45,16,15,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 14:30:00,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 14:45:00,30-12-1899 0:15:00,null,2,1,30-12-1899 14:37:30,1,3,"7,042",,,,,,,,
10082,1,2,7,11,,NATALES,NATALES CENTRO,SN,BAQUEDANO Y BULNES,FARMACIA,NATALES,COLO COLO,1598,.,.,null,null,13,null,null,null,null,12,20,16,30,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 16:15:00,"-51.72344,-72.48580",10,1.Residencial Norte,30-12-1899 16:30:00,30-12-1899 0:15:00,null,2,1,30-12-1899 16:22:30,1,3,"7,042",,,,,,,,
10091,1,1,11,null,,NATALES,PEDRO AGUIRRE CERDA,403,.,.,NATALES,LIBERTAD,SN,CHACABUCO CAUPOLICAN,ALMACEN,null,null,13,null,null,null,null,2,5,9,5,9,10,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 9:00:00,"-51.7239239, -72.4891909",10,1.Residencial Norte,30-12-1899 9:05:00,30-12-1899 0:05:00,null,1,1,30-12-1899 9:02:30,1,3,"6,976",,,,,,,,
10091,1,2,7,11,,NATALES,LIBERTAD,SN,CHACABUCO CAUPOLICAN,ALMACEN,NATALES,PEDRO AGUIRRE CERDA,403,.,.,null,null,13,null,null,null,null,2,5,9,18,99,99,"-51.7239239, -72.4891909",10,1.Residencial Norte,30-12-1899 9:10:00,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 9:18:00,30-12-1899 0:08:00,null,1,1,30-12-1899 9:14:00,1,3,"6,976",,,,,,,,
10091,2,1,12,null,,NATALES,PEDRO AGUIRRE CERDA,403,.,.,NATALES,OHIGGINS,SN,BAQUEDANO Y OHIGGINS,FONASA,null,1,1,null,null,null,null,0,1,11,40,12,30,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 11:30:00,"-51.7290769, -72.500447",14,3.Centro,30-12-1899 11:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 11:35:00,3,3,"5,822",,,,,,,,
10091,2,2,7,12,,NATALES,OHIGGINS,SN,BAQUEDANO Y OHIGGINS,FONASA,NATALES,PEDRO AGUIRRE CERDA,403,.,.,null,1,1,null,null,null,null,0,1,13,0,99,99,"-51.7290769, -72.500447",14,3.Centro,30-12-1899 12:30:00,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 13:00:00,30-12-1899 0:30:00,null,3,1,30-12-1899 12:45:00,3,3,"5,822",,,,,,,,
10092,2,1,1,null,,NATALES,SANTIAGO BUERAS,1630,.,.,NATALES,OHIGGINS,SN,GALVARINO Y OHIGGINS,GASCO,5,1,1,null,null,null,null,0,5,9,0,13,0,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 8:45:00,"-51.7286104999999, -72.4970697",15,2.Residencial Central,30-12-1899 9:00:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:52:30,3,1,"13,125",,,,,,,,
10092,2,2,7,1,,NATALES,OHIGGINS,SN,GALVARINO Y OHIGGINS,GASCO,NATALES,SANTIAGO BUERAS,1630,.,.,null,1,1,null,null,null,null,0,2,13,15,14,30,"-51.7286104999999, -72.4970697",15,2.Residencial Central,30-12-1899 13:00:00,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 13:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 13:07:30,3,3,"13,125",,,,,,,,
10092,2,3,1,null,,NATALES,SANTIAGO BUERAS,1630,.,.,NATALES,OHIGGINS,SN,GALVARINO Y OHIGGINS,GASCO,5,1,1,null,null,null,null,0,5,14,40,19,0,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 14:30:00,"-51.7286104999999, -72.4970697",15,2.Residencial Central,30-12-1899 14:40:00,30-12-1899 0:10:00,null,2,1,30-12-1899 14:35:00,3,1,"13,125",,,,,,,,
10092,2,4,7,1,,NATALES,OHIGGINS,SN,GALVARINO Y OHIGGINS,GASCO,NATALES,SANTIAGO BUERAS,1630,.,.,null,1,1,null,null,null,null,0,2,19,15,99,99,"-51.7286104999999, -72.4970697",15,2.Residencial Central,30-12-1899 19:00:00,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 19:15:00,30-12-1899 0:15:00,null,4,1,30-12-1899 19:07:30,3,3,"13,125",,,,,,,,
10092,3,1,3,null,,NATALES,SANTIAGO BUERAS,1630,.,.,NATALES,A. PRAT,SN,ESMERALDA Y BULNES,M. MAZZARELLO,null,2,1,null,null,null,null,0,2,8,0,14,0,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 7:50:00,"-51.7285001, -72.5043744",13,3.Centro,30-12-1899 8:00:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:55:00,3,2,"12,162",,,,,,,,
10092,3,2,7,3,,NATALES,A. PRAT,SN,ESMERALDA Y BULNES,M. MAZZARELLO,NATALES,SANTIAGO BUERAS,1630,.,.,null,2,1,null,null,null,null,0,1,14,10,99,99,"-51.7285001, -72.5043744",13,3.Centro,30-12-1899 14:00:00,"-51.72407,-72.48400",10,1.Residencial Norte,30-12-1899 14:10:00,30-12-1899 0:10:00,null,3,1,30-12-1899 14:05:00,3,3,"12,162",,,,,,,,
10101,1,1,11,null,,PUERTO NATALES,GARCIA HURTADO DE MENDOZA,462,.,.,PUERTO NATALES,BULNES,742,MANUEL BAQUEDANO,CENTRO,null,2,1,null,null,null,null,0,1,11,20,11,40,"-51.73009,-72.51190",11,4.Borde Costero,30-12-1899 11:00:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 11:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 11:10:00,3,3,"24,638",,,,,,,,
10101,1,2,7,11,,PUERTO NATALES,BULNES,742,MANUEL BAQUEDANO,CENTRO,PUERTO NATALES,GARCIA HURTADO DE MENDOZA,462,.,.,null,2,1,null,null,null,null,0,1,12,0,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 11:40:00,"-51.73009,-72.51190",11,4.Borde Costero,30-12-1899 12:00:00,30-12-1899 0:20:00,null,3,1,30-12-1899 11:50:00,3,3,"24,638",,,,,,,,
10101,2,1,11,null,,PUERTO NATALES,GARCIA HURTADO DE MENDOZA,462,.,.,PUERTO NATALES,BULNES,742,MANUEL BAQUEDANO,CENTRO,null,1,1,null,null,null,null,0,1,11,20,11,40,"-51.73009,-72.51190",11,4.Borde Costero,30-12-1899 11:00:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 11:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 11:10:00,3,3,"21,51",,,,,,,,
10101,2,2,7,11,,PUERTO NATALES,BULNES,742,MANUEL BAQUEDANO,CENTRO,PUERTO NATALES,GARCIA HURTADO DE MENDOZA,462,.,.,null,1,1,null,null,null,null,0,1,12,0,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 11:40:00,"-51.73009,-72.51190",11,4.Borde Costero,30-12-1899 12:00:00,30-12-1899 0:20:00,null,3,1,30-12-1899 11:50:00,3,3,"21,51",,,,,,,,
